Timestamp,1-min,CPUs ,Procs
2020-11-19T12:34:15+00:00,0.02,2,0
2020-11-19T12:34:30+00:00,0.02,2,1.0666666667
2020-11-19T12:34:45+00:00,0.02,2,1.0666666667
2020-11-19T12:35:00+00:00,0.02,2,2
2020-11-19T12:35:15+00:00,0.02,2,2
2020-11-19T12:35:30+00:00,0.065333333333,2,2
2020-11-19T12:35:45+00:00,0.7,2,2
2020-11-19T12:36:00+00:00,0.7,2,2
2020-11-19T12:36:15+00:00,0.7,2,2
2020-11-19T12:36:30+00:00,0.7,2,2
2020-11-19T12:36:45+00:00,0.7,2,2
2020-11-19T12:37:00+00:00,0.93466666667,2,2
2020-11-19T12:37:15+00:00,0.93466666667,2,2
2020-11-19T12:37:30+00:00,1.14,2,0
2020-11-19T12:37:45+00:00,1.14,2,0
2020-11-19T12:38:00+00:00,1.14,2,0
2020-11-19T12:38:15+00:00,1.14,2,0
2020-11-19T12:38:30+00:00,1.14,2,0
2020-11-19T12:38:45+00:00,1.89,2,4
2020-11-19T12:39:00+00:00,1.89,2,4
2020-11-19T12:39:15+00:00,1.89,2,4
