Timestamp,1-min,CPUs ,Procs
2020-11-19T12:34:15+00:00,0,2,0
2020-11-19T12:34:30+00:00,0,2,0
2020-11-19T12:34:45+00:00,0,2,0
2020-11-19T12:35:00+00:00,0,2,0
2020-11-19T12:35:15+00:00,0,2,0
2020-11-19T12:35:30+00:00,0.019333333333,2,0
2020-11-19T12:35:45+00:00,0.29,2,0
2020-11-19T12:36:00+00:00,0.29,2,0
2020-11-19T12:36:15+00:00,0.29,2,0
2020-11-19T12:36:30+00:00,0.29,2,0
2020-11-19T12:36:45+00:00,0.29,2,0
2020-11-19T12:37:00+00:00,0.21533333333,2,0
2020-11-19T12:37:15+00:00,0.21533333333,2,0
2020-11-19T12:37:30+00:00,0.15,2,0
2020-11-19T12:37:45+00:00,0.15,2,0
2020-11-19T12:38:00+00:00,0.15,2,0
2020-11-19T12:38:15+00:00,0.15,2,0
2020-11-19T12:38:30+00:00,0.15,2,0
2020-11-19T12:38:45+00:00,0.03,2,0
2020-11-19T12:39:00+00:00,0.03,2,0
2020-11-19T12:39:15+00:00,0.03,2,0
